created_at,field1,field2,field3,field4,field5,field6,field7,field8
2025-10-16T16:15:00,ham,citrus fruit,whole milk,whipped/sour cream,rolls/buns,pastry,waffles,hygiene articles
2025-10-16T16:16:00,whole milk,frozen dessert,salty snack,napkins,,,,
2025-10-16T16:17:00,tropical fruit,butter milk,rolls/buns,bottled water,,,,
2025-10-16T16:18:00,bottled water,,,,,,,
2025-10-16T16:19:00,butter milk,yogurt,,,,,,
2025-10-16T16:20:00,newspapers,,,,,,,
2025-10-16T16:21:00,coffee,,,,,,,
2025-10-16T16:22:00,bottled beer,liquor,,,,,,
2025-10-16T16:23:00,onions,butter,whipped/sour cream,hard cheese,frozen vegetables,pasta,specialty fat,syrup
2025-10-16T16:24:00,hamburger meat,hard cheese,frozen meals,pasta,dog food,salty snack,shopping bags,
2025-10-16T16:25:00,sausage,liver loaf,other vegetables,cream cheese,pastry,soap,shopping bags,
2025-10-16T16:26:00,hard cheese,pastry,napkins,,,,,
2025-10-16T16:27:00,sausage,tropical fruit,condensed milk,rolls/buns,,,,
2025-10-16T16:28:00,hamburger meat,,,,,,,
2025-10-16T16:29:00,onions,whole milk,beverages,frozen dessert,,,,
2025-10-16T16:30:00,coffee,,,,,,,
2025-10-16T16:31:00,shopping bags,,,,,,,
2025-10-16T16:32:00,yogurt,rolls/buns,pastry,bottled water,soda,shopping bags,,
2025-10-16T16:33:00,soda,,,,,,,
2025-10-16T16:34:00,sliced cheese,,,,,,,
2025-10-16T16:35:00,sausage,whole milk,coffee,,,,,
2025-10-16T16:36:00,yogurt,chocolate,,,,,,
2025-10-16T16:37:00,domestic eggs,rolls/buns,dish cleaner,hygiene articles,,,,
2025-10-16T16:38:00,whole milk,,,,,,,
2025-10-16T16:39:00,meat,other vegetables,whole milk,whipped/sour cream,,,,
2025-10-16T16:40:00,dish cleaner,bathroom cleaner,hygiene articles,napkins,,,,
2025-10-16T16:41:00,other vegetables,red/blush wine,,,,,,
2025-10-16T16:42:00,whole milk,butter milk,yogurt,sliced cheese,rolls/buns,sweet spreads,coffee,fruit/vegetable juice
2025-10-16T16:43:00,other vegetables,whole milk,rolls/buns,Instant food products,,,,
2025-10-16T16:44:00,tropical fruit,other vegetables,,,,,,
2025-10-16T16:45:00,baking powder,bottled water,salty snack,chewing gum,,,,
2025-10-16T16:46:00,specialty bar,,,,,,,
2025-10-16T16:47:00,ice cream,,,,,,,
2025-10-16T16:48:00,frankfurter,yogurt,,,,,,
2025-10-16T16:49:00,canned beer,,,,,,,
2025-10-16T16:50:00,bottled water,,,,,,,
2025-10-16T16:51:00,other vegetables,whole milk,rolls/buns,margarine,bottled water,bottled beer,,
2025-10-16T16:52:00,citrus fruit,tropical fruit,onions,other vegetables,shopping bags,,,
2025-10-16T16:53:00,sausage,ham,hamburger meat,whole milk,soda,softener,newspapers,
2025-10-16T16:54:00,domestic eggs,rolls/buns,specialty bar,napkins,,,,
2025-10-16T16:55:00,pork,citrus fruit,tropical fruit,root vegetables,other vegetables,curd,hygiene articles,
2025-10-16T16:56:00,specialty cheese,frozen vegetables,coffee,soda,fruit/vegetable juice,salty snack,,
2025-10-16T16:57:00,pork,citrus fruit,pip fruit,yogurt,fruit/vegetable juice,sparkling wine,,
2025-10-16T16:58:00,beef,berries,whipped/sour cream,domestic eggs,rolls/buns,,,
2025-10-16T16:59:00,other vegetables,pet care,,,,,,
2025-10-16T17:00:00,chicken,yogurt,sliced cheese,rolls/buns,chewing gum,dishes,,
2025-10-16T17:01:00,soda,chewing gum,,,,,,
2025-10-16T17:02:00,whole milk,,,,,,,
2025-10-16T17:03:00,rolls/buns,,,,,,,
2025-10-16T17:04:00,bottled beer,,,,,,,
2025-10-16T17:05:00,root vegetables,pastry,bottled water,male cosmetics,,,,
2025-10-16T17:06:00,pastry,,,,,,,
2025-10-16T17:07:00,berries,pet care,cake bar,shopping bags,,,,
2025-10-16T17:08:00,citrus fruit,tropical fruit,root vegetables,yogurt,canned vegetables,bottled water,soda,softener
2025-10-16T17:09:00,whole milk,oil,canned fruit,fruit/vegetable juice,,,,
2025-10-16T17:10:00,soda,misc. beverages,,,,,,
2025-10-16T17:11:00,bottled water,soda,,,,,,
2025-10-16T17:12:00,tropical fruit,other vegetables,rolls/buns,,,,,
2025-10-16T17:13:00,salty snack,,,,,,,
2025-10-16T17:14:00,bottled water,canned beer,,,,,,
2025-10-16T17:15:00,chocolate,,,,,,,
2025-10-16T17:16:00,citrus fruit,UHT-milk,cream cheese,frozen vegetables,,,,
2025-10-16T17:17:00,bottled water,canned beer,male cosmetics,,,,,
2025-10-16T17:18:00,onions,other vegetables,pastry,bottled water,soda,napkins,,
2025-10-16T17:19:00,dessert,oil,cat food,soda,,,,
2025-10-16T17:20:00,beef,other vegetables,whole milk,frozen potato products,rolls/buns,oil,margarine,coffee
2025-10-16T17:21:00,rolls/buns,zwieback,bottled water,misc. beverages,bottled beer,canned beer,brandy,
2025-10-16T17:22:00,beef,tropical fruit,root vegetables,onions,other vegetables,instant coffee,soda,
2025-10-16T17:23:00,soda,,,,,,,
2025-10-16T17:24:00,coffee,hygiene articles,,,,,,
2025-10-16T17:25:00,rolls/buns,brown bread,bottled water,,,,,
2025-10-16T17:26:00,pork,beef,hamburger meat,other vegetables,whole milk,frozen vegetables,rolls/buns,margarine
2025-10-16T17:27:00,soda,canned beer,liquor (appetizer),hygiene articles,napkins,newspapers,,
2025-10-16T17:28:00,sausage,ham,other vegetables,ice cream,white bread,,,
2025-10-16T17:29:00,beef,root vegetables,other vegetables,rolls/buns,sugar,,,
2025-10-16T17:30:00,whole milk,butter,bottled water,bottled beer,,,,
2025-10-16T17:31:00,pork,ice cream,hygiene articles,house keeping products,,,,
2025-10-16T17:32:00,berries,packaged fruit/vegetables,whole milk,ice cream,fruit/vegetable juice,salty snack,specialty bar,
2025-10-16T17:33:00,sausage,other vegetables,curd,yogurt,whipped/sour cream,frozen vegetables,rolls/buns,roll products
2025-10-16T17:34:00,bottled water,misc. beverages,cling film/bags,,,,,
2025-10-16T17:35:00,tropical fruit,other vegetables,packaged fruit/vegetables,whole milk,hard cheese,frozen dessert,rice,bottled water
2025-10-16T17:36:00,herbs,bottled water,,,,,,
2025-10-16T17:37:00,yogurt,rolls/buns,,,,,,
2025-10-16T17:38:00,Instant food products,,,,,,,
2025-10-16T17:39:00,specialty chocolate,,,,,,,
2025-10-16T17:40:00,coffee,,,,,,,
2025-10-16T17:41:00,bottled beer,liquor,,,,,,
2025-10-16T17:42:00,beef,root vegetables,,,,,,
2025-10-16T17:43:00,whole milk,honey,waffles,,,,,
2025-10-16T17:44:00,frankfurter,rolls/buns,pastry,snack products,specialty bar,,,
2025-10-16T17:45:00,frankfurter,sausage,liver loaf,root vegetables,curd,frozen vegetables,rolls/buns,semi-finished bread
2025-10-16T17:46:00,other vegetables,whole milk,cream cheese,,,,,
2025-10-16T17:47:00,frankfurter,root vegetables,pickled vegetables,soda,seasonal products,,,
2025-10-16T17:48:00,whole milk,rolls/buns,newspapers,,,,,
2025-10-16T17:49:00,frankfurter,margarine,dental care,,,,,
2025-10-16T17:50:00,other vegetables,salty snack,,,,,,
2025-10-16T17:51:00,bottled water,shopping bags,,,,,,
2025-10-16T17:52:00,pork,onions,whole milk,butter,rolls/buns,pastry,rum,hygiene articles
2025-10-16T17:53:00,bottled water,,,,,,,
2025-10-16T17:54:00,other vegetables,whipped/sour cream,specialty cheese,domestic eggs,,,,
2025-10-16T17:55:00,hamburger meat,whole milk,curd,pasta,canned beer,,,
2025-10-16T17:56:00,hamburger meat,citrus fruit,other vegetables,,,,,
2025-10-16T17:57:00,shopping bags,,,,,,,
2025-10-16T17:58:00,whole milk,cream cheese,soda,fruit/vegetable juice,,,,
2025-10-16T17:59:00,ice cream,,,,,,,
2025-10-16T18:00:00,pastry,bottled water,,,,,,
2025-10-16T18:01:00,ham,pip fruit,whole milk,curd,dessert,butter milk,whipped/sour cream,sliced cheese
2025-10-16T18:02:00,frankfurter,soda,,,,,,
2025-10-16T18:03:00,sausage,turkey,beef,root vegetables,domestic eggs,rolls/buns,flour,rice
2025-10-16T18:04:00,bottled beer,,,,,,,
2025-10-16T18:05:00,bottled water,bottled beer,napkins,,,,,
2025-10-16T18:06:00,meat,other vegetables,hard cheese,frozen meals,bottled water,soda,,
2025-10-16T18:07:00,dessert,candy,,,,,,
2025-10-16T18:08:00,other vegetables,packaged fruit/vegetables,UHT-milk,bottled water,,,,
2025-10-16T18:09:00,beverages,rolls/buns,soda,,,,,
2025-10-16T18:10:00,ham,mustard,canned fish,,,,,
2025-10-16T18:11:00,specialty bar,,,,,,,
2025-10-16T18:12:00,brown bread,soda,salty snack,shopping bags,,,,
2025-10-16T18:13:00,whole milk,cream cheese,coffee,,,,,
2025-10-16T18:14:00,rolls/buns,pastry,red/blush wine,,,,,
2025-10-16T18:15:00,bottled beer,nut snack,,,,,,
2025-10-16T18:16:00,pet care,bottled beer,,,,,,
2025-10-16T18:17:00,citrus fruit,other vegetables,soda,,,,,
2025-10-16T18:18:00,pork,other vegetables,frozen vegetables,hygiene articles,,,,
2025-10-16T18:19:00,other vegetables,shopping bags,,,,,,
2025-10-16T18:20:00,white wine,detergent,,,,,,
2025-10-16T18:21:00,whole milk,dessert,bottled water,,,,,
2025-10-16T18:22:00,pip fruit,white wine,shopping bags,,,,,
2025-10-16T18:23:00,sugar,soda,bottled beer,,,,,
2025-10-16T18:24:00,tropical fruit,pip fruit,rolls/buns,coffee,fruit/vegetable juice,candy,,
2025-10-16T18:25:00,root vegetables,cream cheese,spread cheese,frozen dessert,white bread,bottled water,soda,misc. beverages
2025-10-16T18:26:00,soda,misc. beverages,,,,,,
2025-10-16T18:27:00,whole milk,curd,,,,,,
2025-10-16T18:28:00,tropical fruit,other vegetables,yogurt,bottled water,male cosmetics,,,
2025-10-16T18:29:00,white bread,brown bread,,,,,,
2025-10-16T18:30:00,brown bread,sugar,hygiene articles,,,,,
2025-10-16T18:31:00,tropical fruit,root vegetables,coffee,bottled water,red/blush wine,candy,house keeping products,shopping bags
2025-10-16T18:32:00,domestic eggs,,,,,,,
2025-10-16T18:33:00,coffee,detergent,hygiene articles,photo/film,,,,
2025-10-16T18:34:00,soda,,,,,,,
2025-10-16T18:35:00,whole milk,,,,,,,
2025-10-16T18:36:00,bottled beer,,,,,,,
2025-10-16T18:37:00,pork,beef,berries,packaged fruit/vegetables,whole milk,mayonnaise,frozen fish,frozen potato products
2025-10-16T18:38:00,other vegetables,yogurt,,,,,,
2025-10-16T18:39:00,yogurt,bottled water,dishes,,,,,
2025-10-16T18:40:00,sparkling wine,,,,,,,
2025-10-16T18:41:00,bottled water,candy,,,,,,
2025-10-16T18:42:00,citrus fruit,berries,other vegetables,butter milk,sugar,fruit/vegetable juice,hygiene articles,
2025-10-16T18:43:00,hamburger meat,root vegetables,other vegetables,whole milk,rolls/buns,,,
2025-10-16T18:44:00,packaged fruit/vegetables,seasonal products,,,,,,
2025-10-16T18:45:00,other vegetables,margarine,,,,,,
2025-10-16T18:46:00,soda,,,,,,,
2025-10-16T18:47:00,whole milk,yogurt,frozen potato products,margarine,bottled water,fruit/vegetable juice,salty snack,
2025-10-16T18:48:00,herbs,yogurt,,,,,,
2025-10-16T18:49:00,citrus fruit,spread cheese,rolls/buns,soda,,,,
2025-10-16T18:50:00,misc. beverages,,,,,,,
2025-10-16T18:51:00,female sanitary products,,,,,,,
2025-10-16T18:52:00,soda,,,,,,,
2025-10-16T18:53:00,tropical fruit,whole milk,beverages,white bread,pasta,shopping bags,,
2025-10-16T18:54:00,soda,female sanitary products,,,,,,
2025-10-16T18:55:00,white bread,bottled water,soda,waffles,,,,
2025-10-16T18:56:00,coffee,chewing gum,chocolate marshmallow,,,,,
2025-10-16T18:57:00,tropical fruit,root vegetables,whole milk,frozen vegetables,honey,baking powder,coffee,red/blush wine
2025-10-16T18:58:00,pork,pip fruit,whole milk,butter milk,,,,
2025-10-16T18:59:00,citrus fruit,bottled water,,,,,,
2025-10-16T19:00:00,frankfurter,,,,,,,
2025-10-16T19:01:00,frankfurter,rolls/buns,,,,,,
2025-10-16T19:02:00,frankfurter,tropical fruit,pip fruit,curd,UHT-milk,hard cheese,domestic eggs,rolls/buns
2025-10-16T19:03:00,other vegetables,,,,,,,
2025-10-16T19:04:00,yogurt,fruit/vegetable juice,newspapers,,,,,
2025-10-16T19:05:00,sausage,whole milk,yogurt,brown bread,cereals,bottled water,soda,
2025-10-16T19:06:00,whole milk,,,,,,,
2025-10-16T19:07:00,pip fruit,whole milk,curd,pastry,bottled water,,,
2025-10-16T19:08:00,whole milk,,,,,,,
2025-10-16T19:09:00,root vegetables,other vegetables,,,,,,
2025-10-16T19:10:00,onions,fruit/vegetable juice,,,,,,
2025-10-16T19:11:00,specialty chocolate,,,,,,,
2025-10-16T19:12:00,hamburger meat,domestic eggs,,,,,,
2025-10-16T19:13:00,photo/film,,,,,,,
2025-10-16T19:14:00,rolls/buns,soda,snack products,newspapers,,,,
2025-10-16T19:15:00,canned beer,,,,,,,
2025-10-16T19:16:00,canned beer,,,,,,,
2025-10-16T19:17:00,other vegetables,curd,frozen meals,frozen potato products,soda,bottled beer,kitchen towels,candles
2025-10-16T19:18:00,canned beer,,,,,,,
2025-10-16T19:19:00,curd,whipped/sour cream,rolls/buns,zwieback,spices,,,
2025-10-16T19:20:00,butter,fruit/vegetable juice,newspapers,,,,,
2025-10-16T19:21:00,other vegetables,whole milk,yogurt,domestic eggs,bottled water,soda,,
2025-10-16T19:22:00,whole milk,,,,,,,
2025-10-16T19:23:00,beef,tropical fruit,herbs,whole milk,curd,yogurt,whipped/sour cream,sliced cheese
2025-10-16T19:24:00,sausage,rolls/buns,,,,,,
2025-10-16T19:25:00,soda,,,,,,,
2025-10-16T19:26:00,fruit/vegetable juice,long life bakery product,,,,,,
2025-10-16T19:27:00,rolls/buns,coffee,long life bakery product,detergent,shopping bags,,,
2025-10-16T19:28:00,pip fruit,whole milk,bottled water,candy,,,,
2025-10-16T19:29:00,frozen vegetables,bottled beer,liquor (appetizer),chewing gum,napkins,newspapers,,
2025-10-16T19:30:00,beverages,,,,,,,
2025-10-16T19:31:00,hamburger meat,root vegetables,other vegetables,domestic eggs,roll products,oil,margarine,hygiene articles
2025-10-16T19:32:00,root vegetables,other vegetables,whole milk,yogurt,fruit/vegetable juice,white wine,,
2025-10-16T19:33:00,canned beer,,,,,,,
2025-10-16T19:34:00,frozen vegetables,bottled beer,,,,,,
2025-10-16T19:35:00,canned beer,,,,,,,
2025-10-16T19:36:00,newspapers,,,,,,,
2025-10-16T19:37:00,rolls/buns,,,,,,,
2025-10-16T19:38:00,hamburger meat,UHT-milk,salty snack,,,,,
2025-10-16T19:39:00,pip fruit,whole milk,curd,rum,,,,
2025-10-16T19:40:00,canned beer,,,,,,,
2025-10-16T19:41:00,grapes,root vegetables,frozen vegetables,domestic eggs,white wine,,,
2025-10-16T19:42:00,root vegetables,packaged fruit/vegetables,butter,whipped/sour cream,rolls/buns,,,
2025-10-16T19:43:00,citrus fruit,frozen vegetables,rolls/buns,canned beer,salty snack,,,
2025-10-16T19:44:00,cling film/bags,potted plants,,,,,,
2025-10-16T19:45:00,frankfurter,whole milk,rolls/buns,margarine,baking powder,bottled beer,,
2025-10-16T19:46:00,whole milk,red/blush wine,,,,,,
2025-10-16T19:47:00,pork,tropical fruit,whole milk,curd,yogurt,hard cheese,frozen meals,frozen dessert
2025-10-16T19:48:00,chicken,pastry,,,,,,
2025-10-16T19:49:00,sausage,dish cleaner,dishes,,,,,
2025-10-16T19:50:00,specialty bar,,,,,,,
2025-10-16T19:51:00,whipped/sour cream,pastry,specialty bar,,,,,
2025-10-16T19:52:00,root vegetables,brown bread,,,,,,
2025-10-16T19:53:00,rolls/buns,soda,,,,,,
2025-10-16T19:54:00,other vegetables,bottled beer,red/blush wine,,,,,
2025-10-16T19:55:00,citrus fruit,tropical fruit,berries,root vegetables,other vegetables,whole milk,butter,bottled water
2025-10-16T19:56:00,whole milk,processed cheese,brown bread,pastry,soda,,,
2025-10-16T19:57:00,frankfurter,sausage,tropical fruit,root vegetables,whole milk,yogurt,rolls/buns,pastry
2025-10-16T19:58:00,coffee,long life bakery product,,,,,,
2025-10-16T19:59:00,ham,rolls/buns,white wine,,,,,
2025-10-16T20:00:00,canned beer,,,,,,,
2025-10-16T20:01:00,canned beer,,,,,,,
2025-10-16T20:02:00,canned beer,,,,,,,
2025-10-16T20:03:00,pip fruit,whole milk,canned fish,,,,,
2025-10-16T20:04:00,pork,pip fruit,other vegetables,whole milk,curd,white bread,sugar,bottled water
2025-10-16T20:05:00,soap,,,,,,,
2025-10-16T20:06:00,pip fruit,butter,frozen meals,pasta,bottled water,,,
2025-10-16T20:07:00,beef,hamburger meat,citrus fruit,whole milk,mustard,soap,,
2025-10-16T20:08:00,sausage,meat,other vegetables,whole milk,yogurt,rolls/buns,soda,bottled beer
2025-10-16T20:09:00,frozen chicken,,,,,,,
2025-10-16T20:10:00,soda,,,,,,,
2025-10-16T20:11:00,tropical fruit,curd,yogurt,rolls/buns,brown bread,bottled water,bottled beer,seasonal products
2025-10-16T20:12:00,other vegetables,,,,,,,
2025-10-16T20:13:00,beef,citrus fruit,curd,rolls/buns,oil,margarine,specialty bar,detergent
2025-10-16T20:14:00,meat,pork,beef,citrus fruit,root vegetables,other vegetables,whole milk,pickled vegetables
2025-10-16T20:15:00,meat,hamburger meat,root vegetables,packaged fruit/vegetables,whole milk,butter,newspapers,
2025-10-16T20:16:00,bottled water,soda,red/blush wine,long life bakery product,newspapers,,,
2025-10-16T20:17:00,rolls/buns,,,,,,,
2025-10-16T20:18:00,pastry,canned beer,,,,,,
2025-10-16T20:19:00,pork,whole milk,pastry,sauces,,,,
2025-10-16T20:20:00,pip fruit,sliced cheese,pastry,white wine,light bulbs,newspapers,,
2025-10-16T20:21:00,beef,citrus fruit,tropical fruit,yogurt,UHT-milk,frozen vegetables,rolls/buns,bottled water
2025-10-16T20:22:00,beef,citrus fruit,berries,brown bread,sugar,coffee,kitchen towels,
2025-10-16T20:23:00,rolls/buns,spices,,,,,,
2025-10-16T20:24:00,citrus fruit,tropical fruit,herbs,whole milk,butter,curd,whipped/sour cream,frozen vegetables
2025-10-16T20:25:00,meat,beef,herbs,whole milk,frozen dessert,rolls/buns,semi-finished bread,flour
2025-10-16T20:26:00,beverages,pastry,bottled water,,,,,
2025-10-16T20:27:00,beef,citrus fruit,other vegetables,rolls/buns,,,,
2025-10-16T20:28:00,ham,whole milk,white bread,margarine,hair spray,,,
2025-10-16T20:29:00,hamburger meat,whole milk,oil,ketchup,soups,Instant food products,canned fish,coffee
2025-10-16T20:30:00,beef,citrus fruit,other vegetables,butter milk,sliced cheese,processed cheese,rolls/buns,margarine
2025-10-16T20:31:00,beef,citrus fruit,whole milk,domestic eggs,rolls/buns,pastry,roll products,tea
2025-10-16T20:32:00,root vegetables,whole milk,detergent,,,,,
2025-10-16T20:33:00,citrus fruit,tropical fruit,grapes,other vegetables,frozen vegetables,pickled vegetables,fruit/vegetable juice,liquor
2025-10-16T20:34:00,yogurt,bottled water,,,,,,
2025-10-16T20:35:00,tropical fruit,root vegetables,other vegetables,whipped/sour cream,brown bread,canned fish,long life bakery product,
2025-10-16T20:36:00,frankfurter,root vegetables,newspapers,,,,,
2025-10-16T20:37:00,beef,other vegetables,whole milk,brown bread,pastry,salty snack,abrasive cleaner,shopping bags
2025-10-16T20:38:00,shopping bags,,,,,,,
2025-10-16T20:39:00,canned beer,,,,,,,
2025-10-16T20:40:00,rolls/buns,canned beer,,,,,,
2025-10-16T20:41:00,other vegetables,rolls/buns,meat spreads,bottled water,soda,misc. beverages,waffles,chocolate
2025-10-16T20:42:00,hamburger meat,other vegetables,yogurt,rolls/buns,bottled water,,,
2025-10-16T20:43:00,hamburger meat,citrus fruit,root vegetables,rolls/buns,Instant food products,canned fish,bottled water,soda
2025-10-16T20:44:00,frankfurter,sausage,domestic eggs,soda,chewing gum,shopping bags,,
2025-10-16T20:45:00,bottled beer,,,,,,,
2025-10-16T20:46:00,tropical fruit,domestic eggs,rolls/buns,pastry,,,,
2025-10-16T20:47:00,soda,,,,,,,
2025-10-16T20:48:00,frankfurter,root vegetables,onions,other vegetables,white bread,canned beer,,
2025-10-16T20:49:00,chicken,hamburger meat,herbs,whipped/sour cream,soups,soda,canned beer,dish cleaner
2025-10-16T20:50:00,coffee,soda,,,,,,
2025-10-16T20:51:00,whole milk,,,,,,,
2025-10-16T20:52:00,margarine,,,,,,,
2025-10-16T20:53:00,tropical fruit,other vegetables,,,,,,
2025-10-16T20:54:00,meat,other vegetables,,,,,,
2025-10-16T20:55:00,cream cheese,bottled water,canned beer,,,,,
2025-10-16T20:56:00,newspapers,,,,,,,
2025-10-16T20:57:00,rolls/buns,pastry,newspapers,,,,,
2025-10-16T20:58:00,citrus fruit,other vegetables,whole milk,curd,yogurt,potato products,fruit/vegetable juice,long life bakery product
2025-10-16T20:59:00,whole milk,rolls/buns,detergent,,,,,
2025-10-16T21:00:00,frankfurter,citrus fruit,butter milk,UHT-milk,rolls/buns,female sanitary products,shopping bags,
2025-10-16T21:01:00,ham,other vegetables,butter,whipped/sour cream,sugar,soda,,
2025-10-16T21:02:00,frankfurter,citrus fruit,bottled beer,salty snack,,,,
2025-10-16T21:03:00,sausage,onions,curd,yogurt,domestic eggs,coffee,,
2025-10-16T21:04:00,domestic eggs,,,,,,,
2025-10-16T21:05:00,whole milk,domestic eggs,rolls/buns,soda,,,,
2025-10-16T21:06:00,rolls/buns,bottled beer,newspapers,,,,,
2025-10-16T21:07:00,whole milk,hard cheese,chocolate marshmallow,,,,,
2025-10-16T21:08:00,sausage,root vegetables,other vegetables,rolls/buns,soda,,,
2025-10-16T21:09:00,curd,butter milk,yogurt,beverages,,,,
2025-10-16T21:10:00,bottled water,,,,,,,
2025-10-16T21:11:00,beef,,,,,,,
2025-10-16T21:12:00,frankfurter,hamburger meat,whole milk,rolls/buns,potato products,mustard,coffee,waffles
